Time(s),Ch4
5.867,-0.0686646
5.868,-0.0683785
5.869,-0.0689507
5.87,-0.0706673
5.871,-0.0715256
5.872,-0.0709534
5.873,-0.0692368
5.874,-0.0683785
5.875,-0.0683785
5.876,-0.0680924
5.877,-0.0658035
5.878,-0.0640869
5.879,-0.0640869
5.88,-0.0638008
5.881,-0.0640869
5.882,-0.0646591
5.883,-0.0635147
5.884,-0.0626564
5.885,-0.0620842
5.886,-0.0617981
5.887,-0.0620842
5.888,-0.0626564
5.889,-0.0632286
5.89,-0.0646591
5.891,-0.0658035
5.892,-0.0660896
5.893,-0.0666618
5.894,-0.0675202
5.895,-0.0675202
5.896,-0.0675202
5.897,-0.0672341
5.898,-0.0666618
5.899,-0.0658035
5.9,-0.0658035
5.901,-0.0660896
5.902,-0.0658035
5.903,-0.0652313
5.904,-0.0635147
5.905,-0.0629425
5.906,-0.0638008
5.907,-0.0649452
5.908,-0.064373
5.909,-0.0638008
5.91,-0.0635147
5.911,-0.0640869
5.912,-0.0652313
5.913,-0.0646591
5.914,-0.0629425
5.915,-0.061512
5.916,-0.0597954
5.917,-0.0595093
5.918,-0.0597954
5.919,-0.0606537
5.92,-0.0617981
5.921,-0.0629425
5.922,-0.0629425
5.923,-0.0623703
5.924,-0.0617981
5.925,-0.0620842
5.926,-0.0626564
5.927,-0.0626564
5.928,-0.0632286
5.929,-0.0635147
5.93,-0.0640869
5.931,-0.064373
5.932,-0.064373
5.933,-0.0640869
5.934,-0.0626564
5.935,-0.0617981
5.936,-0.061512
5.937,-0.0612259
5.938,-0.0612259
5.939,-0.0606537
5.94,-0.0592232
5.941,-0.058651
5.942,-0.0600815
5.943,-0.0612259
5.944,-0.0617981
5.945,-0.0620842
5.946,-0.0617981
5.947,-0.0600815
5.948,-0.0583649
5.949,-0.0575066
5.95,-0.0566483
5.951,-0.0566483
5.952,-0.0566483
5.953,-0.0555039
5.954,-0.0535011
5.955,-0.0529289
5.956,-0.0535011
5.957,-0.0549317
5.958,-0.0552178
5.959,-0.0535011
5.96,-0.0517845
5.961,-0.0509262
5.962,-0.050354
5.963,-0.0500679
5.964,-0.0494957
5.965,-0.0497818
5.966,-0.0497818
5.967,-0.0494957
5.968,-0.0492096
5.969,-0.0492096
5.97,-0.0494957
5.971,-0.0494957
5.972,-0.0494957
5.973,-0.0500679
5.974,-0.0500679
5.975,-0.050354
5.976,-0.0526428
5.977,-0.0540733
5.978,-0.0543594
5.979,-0.0540733
5.98,-0.0535011
5.981,-0.0540733
5.982,-0.0540733
5.983,-0.0540733
5.984,-0.0537872
5.985,-0.0529289
5.986,-0.0520706
5.987,-0.0520706
5.988,-0.0526428
5.989,-0.0526428
5.99,-0.0517845
5.991,-0.0514984
5.992,-0.0506401
5.993,-0.0483513
5.994,-0.0454903
5.995,-0.0449181
5.996,-0.0452042
5.997,-0.0443459
5.998,-0.0434876
5.999,-0.0423431
6,-0.0411987
6.001,-0.0403404
6.002,-0.0403404
6.003,-0.0406265
6.004,-0.0406265
6.005,-0.0403404
6.006,-0.0411987
6.007,-0.0423431
6.008,-0.0437737
6.009,-0.044632
6.01,-0.044632
6.011,-0.0443459
6.012,-0.0440598
6.013,-0.0434876
6.014,-0.0437737
6.015,-0.0429154
6.016,-0.042057
6.017,-0.042057
6.018,-0.042057
6.019,-0.0406265
6.02,-0.039196
6.021,-0.0383377
6.022,-0.0380516
6.023,-0.0371933
6.024,-0.0360489
6.025,-0.0357628
6.026,-0.0354767
6.027,-0.0351906
6.028,-0.036335
6.029,-0.0374794
6.03,-0.0374794
6.031,-0.0360489
6.032,-0.0351906
6.033,-0.0346184
6.034,-0.0340462
6.035,-0.0340462
6.036,-0.0346184
6.037,-0.0349045
6.038,-0.0354767
6.039,-0.0354767
6.04,-0.0357628
6.041,-0.0360489
6.042,-0.0360489
6.043,-0.0360489
6.044,-0.0360489
6.045,-0.0360489
6.046,-0.0351906
6.047,-0.0343323
6.048,-0.0331879
6.049,-0.0308991
6.05,-0.0294685
6.051,-0.0277519
6.052,-0.0257492
6.053,-0.0248909
6.054,-0.0243187
6.055,-0.0237465
6.056,-0.0231743
6.057,-0.0234604
6.058,-0.0226021
6.059,-0.0208855
6.06,-0.019455
6.061,-0.0185967
6.062,-0.0174522
6.063,-0.0163078
6.064,-0.0163078
6.065,-0.0160217
6.066,-0.0165939
6.067,-0.0165939
6.068,-0.0171661
6.069,-0.0171661
6.07,-0.0174522
6.071,-0.0174522
6.072,-0.0177383
6.073,-0.0177383
6.074,-0.01688
6.075,-0.0180245
6.076,-0.0208855
6.077,-0.0228882
6.078,-0.0240326
6.079,-0.0248909
6.08,-0.0260353
6.081,-0.0254631
6.082,-0.0248909
6.083,-0.0257492
6.084,-0.0263214
6.085,-0.0257492
6.086,-0.0254631
6.087,-0.0268936
6.088,-0.0288963
6.089,-0.0297546
6.09,-0.0311852
6.091,-0.0323296
6.092,-0.0317574
6.093,-0.0294685
6.094,-0.0286102
6.095,-0.0288963
6.096,-0.0297546
6.097,-0.0294685
6.098,-0.0300408
6.099,-0.0308991
6.1,-0.0308991
6.101,-0.0294685
6.102,-0.0283241
6.103,-0.0277519
6.104,-0.0263214
6.105,-0.0240326
6.106,-0.022316
6.107,-0.0211716
6.108,-0.0208855
6.109,-0.0211716
6.11,-0.0208855
6.111,-0.0205994
6.112,-0.0205994
6.113,-0.019455
6.114,-0.0174522
6.115,-0.0145912
6.116,-0.0117302
6.117,-0.0097275
6.118,-0.0088692
6.119,-0.008297
6.12,-0.0071526
6.121,-0.0062943
6.122,-0.0062943
6.123,-0.0068665
6.124,-0.0062943
6.125,-0.0045776
6.126,-0.0034332
6.127,-0.0037193
6.128,-0.0034332
6.129,-0.0034332
6.13,-0.0037193
6.131,-0.0042915
6.132,-0.0048637
6.133,-0.005722
6.134,-0.0060081
6.135,-0.0062943
6.136,-0.0080109
6.137,-0.0105858
6.138,-0.0128746
6.139,-0.0151634
6.14,-0.0174522
6.141,-0.0191689
6.142,-0.0211716
6.143,-0.0226021
6.144,-0.0240326
6.145,-0.0246048
6.146,-0.0231743
6.147,-0.0208855
6.148,-0.0185967
6.149,-0.0174522
6.15,-0.0157356
6.151,-0.0137329
6.152,-0.0123024
6.153,-0.0102997
6.154,-0.0085831
6.155,-0.0068665
6.156,-0.0045776
6.157,-0.0017166
6.158,0.0014305
6.159,0.0042915
6.16,0.0071526
6.161,0.0097275
6.162,0.0117302
6.163,0.0134468
6.164,0.0148773
6.165,0.0154495
6.166,0.0174522
6.167,0.0191689
6.168,0.0200272
6.169,0.0211716
6.17,0.0214577
6.171,0.0217438
6.172,0.0217438
6.173,0.0208855
6.174,0.0200272
6.175,0.0177383
6.176,0.0151634
6.177,0.011158
6.178,0.0068665
6.179,0.0042915
6.18,0.0014305
6.181,-0.0014305
6.182,-0.0048637
6.183,-0.0097275
6.184,-0.0137329
6.185,-0.0165939
6.186,-0.0200272
6.187,-0.0231743
6.188,-0.0263214
6.189,-0.0294685
6.19,-0.0317574
6.191,-0.0351906
6.192,-0.0386238
6.193,-0.0411987
6.194,-0.0426293
6.195,-0.0440598
6.196,-0.0463486
6.197,-0.0477791
6.198,-0.0483513
6.199,-0.0483513
6.2,-0.0472069
6.201,-0.0463486
6.202,-0.0463486
6.203,-0.0454903
6.204,-0.0437737
6.205,-0.0423431
6.206,-0.042057
6.207,-0.0429154
6.208,-0.0429154
6.209,-0.0423431
6.21,-0.0423431
6.211,-0.0417709
6.212,-0.0400543
6.213,-0.0383377
6.214,-0.0360489
6.215,-0.0340462
6.216,-0.0320435
6.217,-0.0297546
6.218,-0.0277519
6.219,-0.0266075
6.22,-0.0263214
6.221,-0.0260353
6.222,-0.0257492
6.223,-0.025177
6.224,-0.0234604
6.225,-0.0220299
6.226,-0.0203133
6.227,-0.0188828
6.228,-0.0183106
6.229,-0.0177383
6.23,-0.0174522
6.231,-0.0174522
6.232,-0.0183106
6.233,-0.019455
6.234,-0.0208855
6.235,-0.0220299
6.236,-0.0231743
6.237,-0.0240326
6.238,-0.0243187
6.239,-0.0243187
6.24,-0.0234604
6.241,-0.0205994
6.242,-0.0154495
6.243,-0.0088692
6.244,0.0005722
6.245,0.0117302
6.246,0.0257492
6.247,0.0434876
6.248,0.0626564
6.249,0.0829697
6.25,0.1047135
6.251,0.1261711
6.252,0.1476288
6.253,0.1696587
6.254,0.1916886
6.255,0.2120018
6.256,0.2326012
6.257,0.2537728
6.258,0.2709389
6.259,0.2846718
6.26,0.2969742
6.261,0.3069878
6.262,0.3144265
6.263,0.3198624
6.264,0.3230095
6.265,0.3261567
6.266,0.3284455
6.267,0.3295899
6.268,0.3313065
6.269,0.332737
6.27,0.3335953
6.271,0.3321648
6.272,0.3293038
6.273,0.3255845
6.274,0.3192902
6.275,0.3109932
6.276,0.3004075
6.277,0.2883912
6.278,0.2752304
6.279,0.2632141
6.28,0.2520562
6.281,0.2394677
6.282,0.2248764
6.283,0.209713
6.284,0.1936913
6.285,0.1776696
6.286,0.1610756
6.287,0.1459122
6.288,0.1333237
6.289,0.1215935
6.29,0.1110077
6.291,0.103569
6.292,0.1001358
6.293,0.0998497
6.294,0.1012802
6.295,0.1027107
6.296,0.1024246
6.297,0.1015663
6.298,0.1021385
6.299,0.1041413
6.3,0.106144
6.301,0.1084328
6.302,0.1087189
6.303,0.1084328
6.304,0.1072884
6.305,0.1047135
6.306,0.1021385
6.307,0.0984192
6.308,0.092125
6.309,0.0855446
6.31,0.0795365
6.311,0.0738144
6.312,0.069809
6.313,0.0672341
6.314,0.0646591
6.315,0.0617981
6.316,0.0580788
6.317,0.0540733
6.318,0.050354
6.319,0.047493
6.32,0.0440598
6.321,0.0400543
6.322,0.0360489
6.323,0.0314713
6.324,0.0277519
6.325,0.0263214
6.326,0.0254631
6.327,0.0243187
6.328,0.0234604
6.329,0.022316
6.33,0.0205994
6.331,0.019455
6.332,0.0177383
6.333,0.0165939
6.334,0.0163078
6.335,0.0163078
6.336,0.0151634
6.337,0.0137329
6.338,0.0137329
6.339,0.0134468
6.34,0.0137329
6.341,0.0134468
6.342,0.0117302
6.343,0.0108719
6.344,0.0102997
6.345,0.0085831
6.346,0.0065804
6.347,0.0062943
6.348,0.0065804
6.349,0.0062943
6.35,0.0060081
6.351,0.005722
6.352,0.0060081
6.353,0.0091553
6.354,0.0131607
6.355,0.0151634
6.356,0.0165939
6.357,0.01688
6.358,0.0183106
6.359,0.0203133
6.36,0.0214577
6.361,0.0205994
6.362,0.0200272
6.363,0.0205994
6.364,0.0205994
6.365,0.0203133
6.366,0.0214577
6.367,0.0226021
6.368,0.0234604
6.369,0.0240326
6.37,0.0226021
6.371,0.0205994
6.372,0.0191689
6.373,0.0180245
6.374,0.0177383
6.375,0.0171661
6.376,0.0160217
6.377,0.0157356
6.378,0.0157356
6.379,0.0171661
6.38,0.0191689
6.381,0.0205994
6.382,0.0226021
6.383,0.0237465
6.384,0.0257492
6.385,0.0294685
6.386,0.0326157
6.387,0.0346184
6.388,0.0360489
6.389,0.0371933
6.39,0.039196
6.391,0.042057
6.392,0.0434876
6.393,0.044632
6.394,0.0466347
6.395,0.0483513
6.396,0.0492096
6.397,0.0489235
6.398,0.0497818
6.399,0.0514984
6.4,0.0537872
6.401,0.0549317
6.402,0.0526428
6.403,0.050354
6.404,0.0483513
6.405,0.0463486
6.406,0.0452042
6.407,0.0443459
6.408,0.0423431
6.409,0.0417709
6.41,0.0429154
6.411,0.0434876
6.412,0.0443459
6.413,0.0457764
6.414,0.0483513
6.415,0.050354
6.416,0.0517845
6.417,0.0526428
6.418,0.0535011
6.419,0.0549317
6.42,0.0566483
6.421,0.0609398
6.422,0.0663758
6.423,0.069809
6.424,0.0720978
6.425,0.0752449
6.426,0.0778198
6.427,0.0801087
6.428,0.0812531
6.429,0.0832558
6.43,0.0849724
6.431,0.0869751
6.432,0.0884056
6.433,0.0898361
6.434,0.0909805
6.435,0.0938416
6.436,0.0972748
6.437,0.1001358
6.438,0.100708
6.439,0.1012802
6.44,0.1024246
6.441,0.1044274
6.442,0.1064301
6.443,0.1078606
6.444,0.1092911
6.445,0.1107216
6.446,0.111866
6.447,0.114727
6.448,0.1167298
6.449,0.1190186
6.45,0.1224518
6.451,0.125885
6.452,0.1278878
6.453,0.128746
6.454,0.1293183
6.455,0.128746
6.456,0.12846
6.457,0.1293183
6.458,0.1307488
6.459,0.1318932
6.46,0.1338959
6.461,0.1361847
6.462,0.1390457
6.463,0.1421929
6.464,0.1436234
6.465,0.1447678
6.466,0.14534
6.467,0.1450539
6.468,0.1456261
6.469,0.1461983
6.47,0.1464844
6.471,0.1464844
6.472,0.1464844
6.473,0.14534
6.474,0.1439095
6.475,0.1433373
6.476,0.1427651
6.477,0.1416207
6.478,0.1401902
6.479,0.1384735
6.48,0.137043
6.481,0.1358986
6.482,0.1344681
6.483,0.1344681
6.484,0.1350403
6.485,0.1350403
6.486,0.1344681
6.487,0.1336098
6.488,0.1327515
6.489,0.1318932
6.49,0.1307488
6.491,0.1298905
6.492,0.1281739
6.493,0.1267433
6.494,0.1261711
6.495,0.1253128
6.496,0.1250267
6.497,0.1241684
6.498,0.1227379
6.499,0.1215935
6.5,0.1193047
6.501,0.117302
6.502,0.1144409
6.503,0.1104355
6.504,0.1078606
6.505,0.1049996
6.506,0.103569
6.507,0.1027107
6.508,0.1009941
6.509,0.0998497
6.51,0.0975609
6.511,0.0935555
6.512,0.0892639
6.513,0.086689
6.514,0.0846863
6.515,0.0835419
6.516,0.0823975
6.517,0.0815392
6.518,0.0798226
6.519,0.0763893
6.52,0.0729561
6.521,0.0689507
6.522,0.0652313
6.523,0.0612259
6.524,0.0577927
6.525,0.0529289
6.526,0.0463486
6.527,0.0406265
6.528,0.0369072
6.529,0.0323296
6.53,0.0263214
6.531,0.0214577
6.532,0.0177383
6.533,0.0148773
6.534,0.0108719
6.535,0.0068665
6.536,0.0037193
6.537,0
6.538,-0.0037193
6.539,-0.0080109
6.54,-0.0125885
6.541,-0.0180245
6.542,-0.0217438
6.543,-0.025177
6.544,-0.0291824
6.545,-0.0331879
6.546,-0.0354767
6.547,-0.0377655
6.548,-0.0411987
6.549,-0.0454903
6.55,-0.0497818
6.551,-0.0529289
6.552,-0.05579
6.553,-0.0583649
6.554,-0.0609398
6.555,-0.0632286
6.556,-0.0655174
6.557,-0.0675202
6.558,-0.0692368
6.559,-0.0660896
6.56,-0.0672341
6.561,-0.0672341
6.562,-0.0672341
6.563,-0.0680924
6.564,0.0403404
6.565,0.0377655
6.566,0.0360489
6.567,0.0357628
6.568,0.0349045
6.569,0.033474
6.57,0.0323296
6.571,0.0320435
6.572,0.0323296
6.573,0.0323296
6.574,0.0314713
6.575,0.0303269
6.576,0.0243187
6.577,0.0228882
6.578,0.0211716
6.579,0.0191689
6.58,0.0174522
6.581,-0.0926972
6.582,-0.0918389
6.583,-0.0909805
6.584,-0.0906944
6.585,-0.0906944
6.586,-0.0912667
6.587,-0.0915528
6.588,-0.0915528
6.589,-0.092125
6.59,-0.0938416
6.591,-0.094986
6.592,-0.0946999
6.593,-0.0946999
6.594,-0.0946999
6.595,-0.0938416
6.596,-0.0932694
6.597,-0.092125
6.598,-0.0912667
6.599,-0.092125
6.6,-0.0932694
6.601,-0.0955582
6.602,-0.0987053
6.603,-0.100708
6.604,-0.1015663
6.605,-0.1015663
6.606,-0.1018524
6.607,-0.1012802
6.608,-0.1009941
6.609,-0.1012802
6.61,-0.1012802
6.611,-0.1004219
6.612,-0.0998497
6.613,-0.1001358
6.614,-0.1009941
6.615,-0.1009941
6.616,-0.0995636
6.617,-0.0972748
6.618,-0.0941277
6.619,-0.0906944
6.62,-0.0878334
6.621,-0.0869751
6.622,-0.086689
6.623,-0.0858307
6.624,-0.0849724
6.625,-0.083828
6.626,-0.0829697
6.627,-0.0826836
6.628,-0.0832558
6.629,-0.0829697
6.63,-0.0823975
6.631,-0.0818253
6.632,-0.0818253
6.633,-0.0818253
6.634,-0.0821114
6.635,-0.0821114
6.636,-0.0818253
6.637,-0.0818253
6.638,-0.0818253
6.639,-0.080967
6.64,-0.0806809
6.641,-0.080967
6.642,-0.0823975
6.643,-0.0835419
6.644,-0.0823975
6.645,-0.0818253
6.646,-0.0823975
6.647,-0.0823975
6.648,-0.0821114
6.649,-0.0801087
6.65,-0.0775337
6.651,-0.0749588
6.652,-0.0732422
6.653,-0.0729561
6.654,-0.0729561
6.655,-0.0729561
6.656,-0.07267
6.657,-0.0732422
6.658,-0.0738144
6.659,-0.07267
6.66,-0.0718117
6.661,-0.0718117
6.662,-0.0715256
6.663,-0.0706673
6.664,-0.0686646
6.665,-0.0658035
6.666,-0.0649452
6.667,-0.0658035
6.668,-0.0660896
6.669,-0.0658035
6.67,-0.0649452
6.671,-0.0640869
6.672,-0.0638008
6.673,-0.064373
6.674,-0.0649452
6.675,-0.064373
6.676,-0.0635147
6.677,-0.0620842
6.678,-0.0612259
6.679,-0.0609398
6.68,-0.0606537
6.681,-0.0606537
6.682,-0.0609398
6.683,-0.0600815
6.684,-0.058651
6.685,-0.0589371
6.686,-0.0600815
6.687,-0.0606537
6.688,-0.0606537
6.689,-0.0600815
6.69,-0.0583649
6.691,-0.0566483
6.692,-0.0560761
6.693,-0.0572205
6.694,-0.0580788
6.695,-0.0583649
6.696,-0.0580788
6.697,-0.0569344
6.698,-0.0569344
6.699,-0.0572205
6.7,-0.0572205
6.701,-0.0560761
6.702,-0.0537872
6.703,-0.0512123
6.704,-0.0494957
6.705,-0.0483513
6.706,-0.0480652
6.707,-0.0486374
6.708,-0.0486374
6.709,-0.047493
6.71,-0.0452042
6.711,-0.0437737
6.712,-0.0426293
6.713,-0.0423431
6.714,-0.042057
6.715,-0.0406265
6.716,-0.0389099
6.717,-0.0371933
6.718,-0.036335
6.719,-0.036335
6.72,-0.0360489
6.721,-0.0366211
6.722,-0.0369072
6.723,-0.0374794
6.724,-0.039196
6.725,-0.0406265
6.726,-0.0423431
6.727,-0.0443459
6.728,-0.0449181
6.729,-0.0454903
6.73,-0.0460625
6.731,-0.0457764
6.732,-0.0457764
6.733,-0.0449181
6.734,-0.0443459
6.735,-0.0437737
6.736,-0.0426293
6.737,-0.0417709
6.738,-0.0400543
6.739,-0.0383377
6.74,-0.0366211
6.741,-0.0340462
6.742,-0.0320435
6.743,-0.0314713
6.744,-0.0308991
6.745,-0.0311852
6.746,-0.0311852
6.747,-0.0291824
6.748,-0.0277519
6.749,-0.0260353
6.75,-0.025177
6.751,-0.0248909
6.752,-0.0248909
6.753,-0.0260353
6.754,-0.0271797
6.755,-0.0288963
6.756,-0.030613
6.757,-0.0329018
6.758,-0.0351906
6.759,-0.0374794
6.76,-0.0380516
6.761,-0.039196
6.762,-0.0397682
6.763,-0.0403404
6.764,-0.0414848
6.765,-0.0414848
6.766,-0.042057
6.767,-0.0432015
6.768,-0.0443459
6.769,-0.0457764
6.77,-0.0469208
6.771,-0.0480652
6.772,-0.0494957
6.773,-0.0506401
6.774,-0.0512123
6.775,-0.0520706
6.776,-0.0529289
6.777,-0.0546456
6.778,-0.05579
6.779,-0.0566483
6.78,-0.0577927
6.781,-0.0595093
6.782,-0.0612259
6.783,-0.0620842
6.784,-0.0620842
6.785,-0.0612259
6.786,-0.0603676
6.787,-0.0603676
6.788,-0.0595093
6.789,-0.0592232
6.79,-0.0589371
6.791,-0.0592232
6.792,-0.0592232
6.793,-0.0592232
6.794,-0.0583649
6.795,-0.0580788
6.796,-0.0569344
6.797,-0.0549317
6.798,-0.0529289
6.799,-0.0520706
6.8,-0.0514984
6.801,-0.0506401
6.802,-0.050354
6.803,-0.0497818
6.804,-0.0486374
6.805,-0.0494957
6.806,-0.050354
6.807,-0.0517845
6.808,-0.053215
6.809,-0.0537872
6.81,-0.0535011
6.811,-0.053215
6.812,-0.0529289
6.813,-0.053215
6.814,-0.0552178
6.815,-0.0569344
6.816,-0.0569344
6.817,-0.0546456
6.818,-0.0537872
6.819,-0.0543594
6.82,-0.0555039
6.821,-0.0566483
6.822,-0.0560761
6.823,-0.0552178
6.824,-0.0540733
6.825,-0.053215
6.826,-0.0529289
6.827,-0.0537872
6.828,-0.0540733
6.829,-0.0543594
6.83,-0.0540733
6.831,-0.0529289
6.832,-0.0523567
6.833,-0.0517845
6.834,-0.0523567
6.835,-0.053215
6.836,-0.0529289
6.837,-0.0520706
6.838,-0.0514984
6.839,-0.0506401
6.84,-0.050354
6.841,-0.0494957
6.842,-0.0486374
6.843,-0.0477791
6.844,-0.0469208
6.845,-0.0457764
6.846,-0.0437737
6.847,-0.0429154
6.848,-0.0417709
6.849,-0.0403404
6.85,-0.0400543
6.851,-0.0411987
6.852,-0.0423431
6.853,-0.0426293
6.854,-0.0423431
6.855,-0.0426293
6.856,-0.0440598
6.857,-0.0454903
6.858,-0.0469208
6.859,-0.0480652
6.86,-0.0477791
6.861,-0.047493
6.862,-0.0477791
6.863,-0.0480652
6.864,-0.0469208
6.865,-0.0457764
6.866,-0.044632
6.867,-0.044632
6.868,-0.0440598
6.869,-0.0426293
6.87,-0.0423431
6.871,-0.042057
6.872,-0.0409126
6.873,-0.039196
6.874,-0.0377655
6.875,-0.0369072
6.876,-0.0360489
6.877,-0.036335
6.878,-0.0360489
6.879,-0.0369072
6.88,-0.039196
6.881,-0.0414848
6.882,-0.0426293
6.883,-0.0426293
6.884,-0.0409126
6.885,-0.0386238
6.886,-0.0374794
6.887,-0.036335
6.888,-0.0351906
6.889,-0.0351906
6.89,-0.0360489
6.891,-0.0366211
6.892,-0.0369072
6.893,-0.0369072
6.894,-0.0371933
6.895,-0.0374794
6.896,-0.0366211
6.897,-0.0349045
6.898,-0.0329018
6.899,-0.0317574
6.9,-0.0294685
6.901,-0.0277519
6.902,-0.028038
6.903,-0.0286102
6.904,-0.0291824
6.905,-0.030613
6.906,-0.0314713
6.907,-0.0323296
6.908,-0.033474
6.909,-0.0340462
6.91,-0.0349045
6.911,-0.036335
6.912,-0.0377655
6.913,-0.0389099
6.914,-0.039196
6.915,-0.0403404
6.916,-0.0403404
6.917,-0.0411987
6.918,-0.0437737
6.919,-0.0434876
6.92,-0.0429154
6.921,-0.0423431
6.922,-0.0417709
6.923,-0.0423431
6.924,-0.0432015
6.925,-0.0443459
6.926,-0.0443459
6.927,-0.0432015
6.928,-0.0417709
6.929,-0.0406265
6.93,-0.0411987
6.931,-0.0414848
6.932,-0.0397682
6.933,-0.0389099
6.934,-0.0380516
6.935,-0.0360489
6.936,-0.0351906
6.937,-0.0354767
6.938,-0.036335
6.939,-0.0380516
6.94,-0.039196
6.941,-0.039196
6.942,-0.0380516
6.943,-0.0374794
6.944,-0.0366211
6.945,-0.0354767
6.946,-0.0349045
6.947,-0.0340462
6.948,-0.033474
6.949,-0.0331879
6.95,-0.0314713
6.951,-0.0303269
6.952,-0.030613
6.953,-0.030613
6.954,-0.030613
6.955,-0.0303269
6.956,-0.0288963
6.957,-0.0286102
6.958,-0.0291824
6.959,-0.0297546
6.96,-0.0311852
6.961,-0.033474
6.962,-0.0354767
6.963,-0.036335
6.964,-0.036335
6.965,-0.0346184
6.966,-0.0340462
6.967,-0.0357628
6.968,-0.0374794
6.969,-0.0377655
6.97,-0.0371933
6.971,-0.0366211
6.972,-0.0360489
6.973,-0.036335
6.974,-0.036335
6.975,-0.0360489
6.976,-0.036335
6.977,-0.0360489
6.978,-0.0354767
6.979,-0.036335
6.98,-0.0360489
6.981,-0.0351906
6.982,-0.0351906
6.983,-0.0337601
6.984,-0.0314713
6.985,-0.0300408
6.986,-0.0294685
6.987,-0.0300408
6.988,-0.0294685
6.989,-0.0283241
6.99,-0.0260353
6.991,-0.0231743
6.992,-0.0205994
6.993,-0.0180245
6.994,-0.0157356
6.995,-0.0151634
6.996,-0.0131607
6.997,-0.0105858
6.998,-0.0080109
6.999,-0.0054359
7,-0.0042915
7.001,-0.0022888
7.002,0
7.003,0.0014305
7.004,0.0034332
7.005,0.0045776
7.006,0.0034332
7.007,0.0008583
7.008,-0.0005722
7.009,-0.0011444
7.01,-0.0020027
7.011,-0.0037193
7.012,-0.0048637
7.013,-0.0068665
7.014,-0.0091553
7.015,-0.0108719
7.016,-0.0134468
7.017,-0.0145912
7.018,-0.0151634
7.019,-0.0157356
7.02,-0.0154495
7.021,-0.0151634
7.022,-0.0148773
7.023,-0.0137329
7.024,-0.0117302
7.025,-0.0102997
7.026,-0.0094414
7.027,-0.008297
7.028,-0.0048637
7.029,-0.0017166
7.03,0.0011444
7.031,0.0048637
7.032,0.0088692
7.033,0.0134468
7.034,0.0171661
7.035,0.0188828
7.036,0.0205994
7.037,0.0226021
7.038,0.0243187
7.039,0.0254631
7.04,0.0266075
7.041,0.0277519
7.042,0.0283241
7.043,0.0297546
7.044,0.030613
7.045,0.0303269
7.046,0.0303269
7.047,0.0303269
7.048,0.0300408
7.049,0.0286102
7.05,0.0263214
7.051,0.025177
7.052,0.0234604
7.053,0.0217438
7.054,0.0188828
7.055,0.0157356
7.056,0.014019
7.057,0.011158
7.058,0.0077248
7.059,0.0042915
7.06,-0.0002861
7.061,-0.0042915
7.062,-0.0080109
7.063,-0.0114441
7.064,-0.0134468
7.065,-0.0160217
7.066,-0.0177383
7.067,-0.0183106
7.068,-0.0203133
7.069,-0.0220299
7.07,-0.0231743
7.071,-0.0234604
7.072,-0.0237465
7.073,-0.0266075
7.074,-0.0286102
7.075,-0.0297546
7.076,-0.030613
7.077,-0.0308991
7.078,-0.0314713
7.079,-0.0311852
7.08,-0.0300408
7.081,-0.0294685
7.082,-0.0286102
7.083,-0.0286102
7.084,-0.028038
7.085,-0.0263214
7.086,-0.0240326
7.087,-0.0220299
7.088,-0.0208855
7.089,-0.0200272
7.09,-0.0185967
7.091,-0.01688
7.092,-0.0165939
7.093,-0.0165939
7.094,-0.0154495
7.095,-0.014019
7.096,-0.0134468
7.097,-0.0134468
7.098,-0.0134468
7.099,-0.0125885
7.1,-0.0100136
7.101,-0.0088692
7.102,-0.0088692
7.103,-0.0100136
7.104,-0.011158
7.105,-0.0125885
7.106,-0.0143051
7.107,-0.014019
7.108,-0.014019
7.109,-0.014019
7.11,-0.0134468
7.111,-0.0131607
7.112,-0.0137329
7.113,-0.0134468
7.114,-0.0117302
7.115,-0.0080109
7.116,-0.002861
7.117,0.0025749
7.118,0.0100136
7.119,0.0197411
7.12,0.0320435
7.121,0.0463486
7.122,0.0629425
7.123,0.0806809
7.124,0.0972748
7.125,0.1138687
7.126,0.1318932
7.127,0.1502037
7.128,0.1688004
7.129,0.1876831
7.13,0.2065659
7.131,0.2251625
7.132,0.2426148
7.133,0.2577782
7.134,0.2706528
7.135,0.2820969
7.136,0.2912522
7.137,0.2975464
7.138,0.3015518
7.139,0.304699
7.14,0.3072739
7.141,0.3098488
7.142,0.3129959
7.143,0.3155709
7.144,0.3175736
7.145,0.3195763
7.146,0.3207207
7.147,0.3195763
7.148,0.3172875
7.149,0.3129959
7.15,0.3061295
7.151,0.2966881
7.152,0.2858162
7.153,0.2755166
7.154,0.265503
7.155,0.2546311
7.156,0.2417565
7.157,0.226593
7.158,0.2111435
7.159,0.1959801
7.16,0.1811028
7.161,0.1667977
7.162,0.1539231
7.163,0.1416207
7.164,0.131321
7.165,0.1227379
7.166,0.1155853
7.167,0.1121521
7.168,0.1130104
7.169,0.1144409
7.17,0.1155853
7.171,0.1161575
7.172,0.1158715
7.173,0.1150131
7.174,0.1150131
7.175,0.114727
7.176,0.1124382
7.177,0.1101494
7.178,0.1084328
7.179,0.1058579
7.18,0.103569
7.181,0.1009941
7.182,0.0987053
7.183,0.0964165
7.184,0.0926972
7.185,0.0881195
7.186,0.0835419
7.187,0.0789642
7.188,0.0749588
7.189,0.0720978
7.19,0.0700951
7.191,0.0678063
7.192,0.064373
