Time(s),Ch4
13.596,-0.0411987
13.597,-0.0386238
13.598,-0.0354767
13.599,-0.0329018
13.6,-0.0300408
13.601,-0.0268936
13.602,-0.0246048
13.603,-0.0234604
13.604,-0.0228882
13.605,-0.0231743
13.606,-0.0237465
13.607,-0.0243187
13.608,-0.0246048
13.609,-0.0246048
13.61,-0.0246048
13.611,-0.025177
13.612,-0.0257492
13.613,-0.0263214
13.614,-0.0257492
13.615,-0.025177
13.616,-0.0248909
13.617,-0.0240326
13.618,-0.0234604
13.619,-0.0228882
13.62,-0.0211716
13.621,-0.019455
13.622,-0.0180245
13.623,-0.0157356
13.624,-0.014019
13.625,-0.0125885
13.626,-0.0128746
13.627,-0.0125885
13.628,-0.0114441
13.629,-0.0097275
13.63,-0.0097275
13.631,-0.0108719
13.632,-0.0128746
13.633,-0.0143051
13.634,-0.0154495
13.635,-0.01688
13.636,-0.0203133
13.637,-0.0243187
13.638,-0.028038
13.639,-0.030613
13.64,-0.0320435
13.641,-0.0337601
13.642,-0.0351906
13.643,-0.0349045
13.644,-0.0346184
13.645,-0.0343323
13.646,-0.0346184
13.647,-0.0337601
13.648,-0.0317574
13.649,-0.0288963
13.65,-0.0254631
13.651,-0.0226021
13.652,-0.0197411
13.653,-0.0157356
13.654,-0.0117302
13.655,-0.0091553
13.656,-0.0077248
13.657,-0.0065804
13.658,-0.0045776
13.659,-0.0017166
13.66,0.0008583
13.661,0.0025749
13.662,0.0025749
13.663,0.0031471
13.664,0.0040054
13.665,0.0054359
13.666,0.0077248
13.667,0.0085831
13.668,0.0077248
13.669,0.0060081
13.67,0.0048637
13.671,0.0037193
13.672,0.002861
13.673,0.0017166
13.674,0
13.675,-0.0031471
13.676,-0.0060081
13.677,-0.0094414
13.678,-0.0123024
13.679,-0.0145912
13.68,-0.0171661
13.681,-0.0197411
13.682,-0.0237465
13.683,-0.0283241
13.684,-0.0320435
13.685,-0.0346184
13.686,-0.0369072
13.687,-0.0389099
13.688,-0.0400543
13.689,-0.0417709
13.69,-0.0437737
13.691,-0.0454903
13.692,-0.0466347
13.693,-0.0480652
13.694,-0.0492096
13.695,-0.0500679
13.696,-0.0506401
13.697,-0.0500679
13.698,-0.0500679
13.699,-0.0492096
13.7,-0.0480652
13.701,-0.0460625
13.702,-0.0440598
13.703,-0.0429154
13.704,-0.0423431
13.705,-0.0414848
13.706,-0.0403404
13.707,-0.0400543
13.708,-0.0397682
13.709,-0.0397682
13.71,-0.0400543
13.711,-0.0406265
13.712,-0.0414848
13.713,-0.0426293
13.714,-0.0426293
13.715,-0.0411987
13.716,-0.0403404
13.717,-0.0394821
13.718,-0.0400543
13.719,-0.0406265
13.72,-0.0403404
13.721,-0.0400543
13.722,-0.0394821
13.723,-0.0386238
13.724,-0.0377655
13.725,-0.0369072
13.726,-0.0366211
13.727,-0.036335
13.728,-0.0354767
13.729,-0.0346184
13.73,-0.0337601
13.731,-0.0337601
13.732,-0.0331879
13.733,-0.0314713
13.734,-0.0297546
13.735,-0.0274658
13.736,-0.0243187
13.737,-0.0208855
13.738,-0.0165939
13.739,-0.0108719
13.74,-0.0040054
13.741,0.0045776
13.742,0.0160217
13.743,0.0303269
13.744,0.0469208
13.745,0.0655174
13.746,0.0841141
13.747,0.1047135
13.748,0.1261711
13.749,0.1467705
13.75,0.1673699
13.751,0.1891136
13.752,0.2102852
13.753,0.2303124
13.754,0.2500535
13.755,0.268364
13.756,0.2832413
13.757,0.2949715
13.758,0.3038407
13.759,0.3107072
13.76,0.315857
13.761,0.3184319
13.762,0.318718
13.763,0.3201485
13.764,0.3218651
13.765,0.3238679
13.766,0.327015
13.767,0.3278733
13.768,0.327015
13.769,0.32444
13.77,0.3201485
13.771,0.3141404
13.772,0.3044129
13.773,0.2912522
13.774,0.2780915
13.775,0.2643586
13.776,0.2500535
13.777,0.2351761
13.778,0.2205849
13.779,0.2057076
13.78,0.1896859
13.781,0.1716614
13.782,0.1527787
13.783,0.134182
13.784,0.1175881
13.785,0.1027107
13.786,0.0898361
13.787,0.0789642
13.788,0.0695229
13.789,0.0638008
13.79,0.0626564
13.791,0.064373
13.792,0.0666618
13.793,0.0689507
13.794,0.0712395
13.795,0.0741005
13.796,0.0772476
13.797,0.0812531
13.798,0.0849724
13.799,0.086689
13.8,0.0881195
13.801,0.0884056
13.802,0.0875473
13.803,0.0861168
13.804,0.0835419
13.805,0.0801087
13.806,0.0769615
13.807,0.0741005
13.808,0.0709534
13.809,0.0675202
13.81,0.0638008
13.811,0.0597954
13.812,0.0555039
13.813,0.0512123
13.814,0.0466347
13.815,0.0426293
13.816,0.0403404
13.817,0.0386238
13.818,0.0371933
13.819,0.0343323
13.82,0.0297546
13.821,0.0271797
13.822,0.0257492
13.823,0.0237465
13.824,0.0208855
13.825,0.0174522
13.826,0.0143051
13.827,0.0120163
13.828,0.0105858
13.829,0.0091553
13.83,0.008297
13.831,0.0080109
13.832,0.0085831
13.833,0.0088692
13.834,0.008297
13.835,0.0065804
13.836,0.005722
13.837,0.0051498
13.838,0.0037193
13.839,0.0022888
13.84,0.0014305
13.841,0.0008583
13.842,0.0002861
13.843,-0.0005722
13.844,-0.0005722
13.845,-0.0008583
13.846,-0.0022888
13.847,-0.0031471
13.848,-0.0037193
13.849,-0.0042915
13.85,-0.0042915
13.851,-0.0034332
13.852,-0.0017166
13.853,-0.0005722
13.854,0
13.855,0.0002861
13.856,-0.0005722
13.857,-0.0020027
13.858,-0.0037193
13.859,-0.0051498
13.86,-0.005722
13.861,-0.0060081
13.862,-0.0060081
13.863,-0.0060081
13.864,-0.0074387
13.865,-0.0091553
13.866,-0.0094414
13.867,-0.0088692
13.868,-0.0080109
13.869,-0.0074387
13.87,-0.0060081
13.871,-0.0037193
13.872,-0.0014305
13.873,-0.0002861
13.874,0.0017166
13.875,0.0037193
13.876,0.0051498
13.877,0.0060081
13.878,0.0062943
13.879,0.0065804
13.88,0.0088692
13.881,0.0134468
13.882,0.0185967
13.883,0.0214577
13.884,0.0228882
13.885,0.0234604
13.886,0.0240326
13.887,0.0237465
13.888,0.0240326
13.889,0.025177
13.89,0.0263214
13.891,0.0268936
13.892,0.0277519
13.893,0.0286102
13.894,0.0288963
13.895,0.0300408
13.896,0.030613
13.897,0.0311852
13.898,0.0308991
13.899,0.0303269
13.9,0.0317574
13.901,0.0323296
13.902,0.0326157
13.903,0.0349045
13.904,0.0374794
13.905,0.0380516
13.906,0.0374794
13.907,0.0377655
13.908,0.0377655
13.909,0.0377655
13.91,0.0397682
13.911,0.0417709
13.912,0.0437737
13.913,0.0449181
13.914,0.0452042
13.915,0.0466347
13.916,0.0486374
13.917,0.0509262
13.918,0.0535011
13.919,0.0549317
13.92,0.0537872
13.921,0.053215
13.922,0.0543594
13.923,0.0555039
13.924,0.0563622
13.925,0.0575066
13.926,0.0580788
13.927,0.0580788
13.928,0.0589371
13.929,0.0606537
13.93,0.0632286
13.931,0.0655174
13.932,0.066948
13.933,0.0686646
13.934,0.0692368
13.935,0.0700951
13.936,0.0720978
13.937,0.0746727
13.938,0.0772476
13.939,0.0792504
13.94,0.0812531
13.941,0.0818253
13.942,0.0835419
13.943,0.0858307
13.944,0.0886917
13.945,0.0906944
13.946,0.0906944
13.947,0.0904083
13.948,0.0924111
13.949,0.0952721
13.95,0.0967026
13.951,0.0987053
13.952,0.1021385
13.953,0.1049996
13.954,0.1070023
13.955,0.1087189
13.956,0.1101494
13.957,0.1107216
13.958,0.1124382
13.959,0.1152992
13.96,0.1175881
13.961,0.1190186
13.962,0.1198769
13.963,0.1215935
13.964,0.1241684
13.965,0.125885
13.966,0.1261711
13.967,0.1267433
13.968,0.1276016
13.969,0.1273155
13.97,0.1278878
13.971,0.1298905
13.972,0.131321
13.973,0.1316071
13.974,0.1324654
13.975,0.1321793
13.976,0.1301766
13.977,0.12846
13.978,0.1273155
13.979,0.125885
13.98,0.1253128
13.981,0.1253128
13.982,0.1255989
13.983,0.1261711
13.984,0.1261711
13.985,0.1253128
13.986,0.1250267
13.987,0.1247406
13.988,0.123024
13.989,0.120163
13.99,0.1170159
13.991,0.1141548
13.992,0.111866
13.993,0.1101494
13.994,0.1081467
13.995,0.1067162
13.996,0.1055718
13.997,0.103569
13.998,0.1009941
13.999,0.0987053
14,0.0969887
14.001,0.0952721
14.002,0.0938416
14.003,0.0924111
14.004,0.0901222
14.005,0.0878334
14.006,0.0861168
14.007,0.083828
14.008,0.0818253
14.009,0.0789642
14.01,0.0758171
14.011,0.0720978
14.012,0.066948
14.013,0.0620842
14.014,0.0592232
14.015,0.0572205
14.016,0.0540733
14.017,0.050354
14.018,0.0463486
14.019,0.042057
14.02,0.036335
14.021,0.0308991
14.022,0.0254631
14.023,0.0197411
14.024,0.0151634
14.025,0.0105858
14.026,0.0065804
14.027,0.0031471
14.028,-0.0008583
14.029,-0.0048637
14.03,-0.0080109
14.031,-0.0120163
14.032,-0.0160217
14.033,-0.0191689
14.034,-0.0217438
14.035,-0.0240326
14.036,-0.0266075
14.037,-0.0291824
14.038,-0.0317574
14.039,-0.0337601
14.04,-0.0360489
14.041,-0.0389099
14.042,-0.0426293
14.043,-0.0463486
14.044,-0.0494957
14.045,-0.0517845
14.046,-0.0543594
14.047,-0.0566483
14.048,-0.0580788
14.049,-0.0603676
14.05,-0.0635147
14.051,-0.0660896
14.052,-0.066948
14.053,-0.0678063
14.054,-0.0700951
14.055,-0.0738144
14.056,-0.0775337
14.057,-0.0806809
14.058,-0.0835419
14.059,-0.0852585
14.06,-0.0878334
14.061,-0.0904083
14.062,-0.0929833
14.063,-0.0944138
14.064,-0.0955582
14.065,-0.0967026
14.066,-0.0969887
14.067,-0.0967026
14.068,-0.0972748
14.069,-0.0998497
14.07,-0.1012802
14.071,-0.1015663
14.072,-0.1021385
14.073,-0.1027107
14.074,-0.103569
14.075,-0.1038551
14.076,-0.1024246
14.077,-0.100708
14.078,-0.1004219
14.079,-0.0998497
14.08,-0.0989914
14.081,-0.0984192
14.082,-0.0981331
14.083,-0.0984192
14.084,-0.0981331
14.085,-0.0972748
14.086,-0.0967026
14.087,-0.0975609
14.088,-0.0984192
14.089,-0.0987053
14.09,-0.0992775
14.091,-0.0989914
14.092,-0.0984192
14.093,-0.0992775
14.094,-0.0998497
14.095,-0.0981331
14.096,-0.0967026
14.097,-0.0964165
14.098,-0.0958443
14.099,-0.0946999
14.1,-0.0932694
14.101,-0.0912667
14.102,-0.08955
14.103,-0.0864029
14.104,-0.0832558
14.105,-0.0806809
14.106,-0.078392
14.107,-0.0766754
14.108,-0.0761032
14.109,-0.075531
14.11,-0.0746727
14.111,-0.0743866
14.112,-0.075531
14.113,-0.0775337
14.114,-0.078392
14.115,-0.0786782
14.116,-0.0781059
14.117,-0.0781059
14.118,-0.0781059
14.119,-0.0781059
14.12,-0.0792504
14.121,-0.0803948
14.122,-0.0803948
14.123,-0.0798226
14.124,-0.0795365
14.125,-0.0789642
14.126,-0.078392
14.127,-0.0786782
14.128,-0.0778198
14.129,-0.0763893
14.13,-0.0746727
14.131,-0.0723839
14.132,-0.0709534
14.133,-0.069809
14.134,-0.0680924
14.135,-0.0666618
14.136,-0.0658035
14.137,-0.0655174
14.138,-0.0658035
14.139,-0.0660896
14.14,-0.0658035
14.141,-0.0663758
14.142,-0.0666618
14.143,-0.0660896
14.144,-0.064373
14.145,-0.0635147
14.146,-0.0629425
14.147,-0.0620842
14.148,-0.0609398
14.149,-0.0600815
14.15,-0.0595093
14.151,-0.0595093
14.152,-0.0600815
14.153,-0.0603676
14.154,-0.0597954
14.155,-0.0580788
14.156,-0.0566483
14.157,-0.0563622
14.158,-0.0560761
14.159,-0.05579
14.16,-0.0563622
14.161,-0.0575066
14.162,-0.0600815
14.163,-0.061512
14.164,-0.0609398
14.165,-0.0589371
14.166,-0.05579
14.167,-0.0537872
14.168,-0.0529289
14.169,-0.0523567
14.17,-0.050354
14.171,-0.0506401
14.172,-0.0517845
14.173,-0.0517845
14.174,-0.0517845
14.175,-0.0509262
14.176,-0.0497818
14.177,-0.0483513
14.178,-0.0472069
14.179,-0.044632
14.18,-0.0432015
14.181,-0.0429154
14.182,-0.0440598
14.183,-0.0452042
14.184,-0.0454903
14.185,-0.0437737
14.186,-0.0414848
14.187,-0.0403404
14.188,-0.0394821
14.189,-0.039196
14.19,-0.0403404
14.191,-0.0414848
14.192,-0.0429154
14.193,-0.0443459
14.194,-0.0443459
14.195,-0.0437737
14.196,-0.0449181
14.197,-0.0463486
14.198,-0.047493
14.199,-0.0466347
14.2,-0.0457764
14.201,-0.044632
14.202,-0.0449181
14.203,-0.0457764
14.204,-0.0472069
14.205,-0.0469208
14.206,-0.0452042
14.207,-0.0437737
14.208,-0.0423431
14.209,-0.0400543
14.21,-0.0397682
14.211,-0.0409126
14.212,-0.0411987
14.213,-0.0403404
14.214,-0.0386238
14.215,-0.0374794
14.216,-0.0374794
14.217,-0.0380516
14.218,-0.0386238
14.219,-0.039196
14.22,-0.0389099
14.221,-0.0383377
14.222,-0.039196
14.223,-0.0411987
14.224,-0.0426293
14.225,-0.0437737
14.226,-0.0460625
14.227,-0.0466347
14.228,-0.0463486
14.229,-0.0477791
14.23,-0.0483513
14.231,-0.0489235
14.232,-0.0489235
14.233,-0.0477791
14.234,-0.0454903
14.235,-0.0434876
14.236,-0.042057
14.237,-0.0423431
14.238,-0.0429154
14.239,-0.0432015
14.24,-0.0434876
14.241,-0.044632
14.242,-0.0460625
14.243,-0.0466347
14.244,-0.0469208
14.245,-0.0469208
14.246,-0.0472069
14.247,-0.0472069
14.248,-0.0463486
14.249,-0.044632
14.25,-0.0434876
14.251,-0.0440598
14.252,-0.0454903
14.253,-0.047493
14.254,-0.0486374
14.255,-0.0486374
14.256,-0.0469208
14.257,-0.0452042
14.258,-0.044632
14.259,-0.044632
14.26,-0.0449181
14.261,-0.044632
14.262,-0.0443459
14.263,-0.0449181
14.264,-0.0454903
14.265,-0.0460625
14.266,-0.0463486
14.267,-0.047493
14.268,-0.0477791
14.269,-0.0463486
14.27,-0.0449181
14.271,-0.0432015
14.272,-0.0429154
14.273,-0.0440598
14.274,-0.0452042
14.275,-0.0457764
14.276,-0.0454903
14.277,-0.0454903
14.278,-0.0457764
14.279,-0.0460625
14.28,-0.0457764
14.281,-0.0449181
14.282,-0.0434876
14.283,-0.0429154
14.284,-0.0417709
14.285,-0.0414848
14.286,-0.0411987
14.287,-0.0406265
14.288,-0.0400543
14.289,-0.0397682
14.29,-0.0403404
14.291,-0.0409126
14.292,-0.0400543
14.293,-0.0377655
14.294,-0.0349045
14.295,-0.033474
14.296,-0.0329018
14.297,-0.0329018
14.298,-0.033474
14.299,-0.0343323
14.3,-0.0349045
14.301,-0.0360489
14.302,-0.0366211
14.303,-0.0371933
14.304,-0.0389099
14.305,-0.0411987
14.306,-0.0437737
14.307,-0.0457764
14.308,-0.0466347
14.309,-0.0486374
14.31,-0.0514984
14.311,-0.0549317
14.312,-0.0575066
14.313,-0.058651
14.314,-0.0583649
14.315,-0.0569344
14.316,-0.0546456
14.317,-0.0537872
14.318,-0.0517845
14.319,-0.0509262
14.32,-0.0509262
14.321,-0.0506401
14.322,-0.050354
14.323,-0.0494957
14.324,-0.0492096
14.325,-0.0500679
14.326,-0.050354
14.327,-0.0509262
14.328,-0.050354
14.329,-0.0497818
14.33,-0.0492096
14.331,-0.0492096
14.332,-0.0492096
14.333,-0.0497818
14.334,-0.0486374
14.335,-0.0480652
14.336,-0.0477791
14.337,-0.0472069
14.338,-0.0466347
14.339,-0.0469208
14.34,-0.0472069
14.341,-0.047493
14.342,-0.047493
14.343,-0.0463486
14.344,-0.0443459
14.345,-0.0429154
14.346,-0.042057
14.347,-0.0414848
14.348,-0.0411987
14.349,-0.0414848
14.35,-0.0414848
14.351,-0.0409126
14.352,-0.0406265
14.353,-0.0400543
14.354,-0.0389099
14.355,-0.0369072
14.356,-0.0349045
14.357,-0.0326157
14.358,-0.0308991
14.359,-0.0288963
14.36,-0.0268936
14.361,-0.0254631
14.362,-0.0260353
14.363,-0.0277519
14.364,-0.0300408
14.365,-0.030613
14.366,-0.0294685
14.367,-0.0274658
14.368,-0.0260353
14.369,-0.025177
14.37,-0.0240326
14.371,-0.0237465
14.372,-0.0248909
14.373,-0.0266075
14.374,-0.0286102
14.375,-0.0291824
14.376,-0.0297546
14.377,-0.0311852
14.378,-0.0329018
14.379,-0.0337601
14.38,-0.0329018
14.381,-0.0303269
14.382,-0.0277519
14.383,-0.0268936
14.384,-0.0271797
14.385,-0.0277519
14.386,-0.0288963
14.387,-0.030613
14.388,-0.0320435
14.389,-0.0326157
14.39,-0.033474
14.391,-0.0343323
14.392,-0.0351906
14.393,-0.0360489
14.394,-0.036335
14.395,-0.0360489
14.396,-0.0357628
14.397,-0.0357628
14.398,-0.036335
14.399,-0.0374794
14.4,-0.0371933
14.401,-0.0360489
14.402,-0.0349045
14.403,-0.0337601
14.404,-0.0326157
14.405,-0.0317574
14.406,-0.0308991
14.407,-0.0294685
14.408,-0.0277519
14.409,-0.0271797
14.41,-0.0283241
14.411,-0.030613
14.412,-0.0317574
14.413,-0.0320435
14.414,-0.0314713
14.415,-0.0303269
14.416,-0.0297546
14.417,-0.0297546
14.418,-0.0297546
14.419,-0.0297546
14.42,-0.0294685
14.421,-0.0288963
14.422,-0.0286102
14.423,-0.0288963
14.424,-0.0297546
14.425,-0.030613
14.426,-0.0311852
14.427,-0.030613
14.428,-0.028038
14.429,-0.0266075
14.43,-0.0260353
14.431,-0.025177
14.432,-0.0234604
14.433,-0.0217438
14.434,-0.019455
14.435,-0.0177383
14.436,-0.0165939
14.437,-0.0160217
14.438,-0.0163078
14.439,-0.0163078
14.44,-0.0157356
14.441,-0.0145912
14.442,-0.0137329
14.443,-0.0131607
14.444,-0.0120163
14.445,-0.011158
14.446,-0.0105858
14.447,-0.0091553
14.448,-0.008297
14.449,-0.0074387
14.45,-0.0062943
14.451,-0.0054359
14.452,-0.0045776
14.453,-0.0037193
14.454,-0.0025749
14.455,-0.0017166
14.456,-0.0011444
14.457,-0.0008583
14.458,0
14.459,0
14.46,0
14.461,0
14.462,-0.0002861
14.463,-0.0011444
14.464,-0.0017166
14.465,-0.0014305
14.466,-0.0011444
14.467,-0.0017166
14.468,-0.0020027
14.469,-0.0017166
14.47,-0.0031471
14.471,-0.0045776
14.472,-0.0054359
14.473,-0.0071526
14.474,-0.0088692
14.475,-0.0117302
14.476,-0.0134468
14.477,-0.0151634
14.478,-0.0160217
14.479,-0.0154495
14.48,-0.0148773
14.481,-0.0137329
14.482,-0.0120163
14.483,-0.0097275
14.484,-0.0068665
14.485,-0.0037193
14.486,-0.0011444
14.487,0.0014305
14.488,0.0040054
14.489,0.0074387
14.49,0.0123024
14.491,0.0165939
14.492,0.0208855
14.493,0.0240326
14.494,0.0271797
14.495,0.0297546
14.496,0.0303269
14.497,0.0308991
14.498,0.0311852
14.499,0.0308991
14.5,0.0308991
14.501,0.0294685
14.502,0.0266075
14.503,0.0234604
14.504,0.0200272
14.505,0.0177383
14.506,0.0137329
14.507,0.0088692
14.508,0.0042915
14.509,0
14.51,-0.002861
14.511,-0.0054359
14.512,-0.0091553
14.513,-0.0125885
14.514,-0.0143051
14.515,-0.0151634
14.516,-0.01688
14.517,-0.0188828
14.518,-0.0197411
14.519,-0.0208855
14.52,-0.022316
14.521,-0.0246048
14.522,-0.0271797
14.523,-0.0288963
14.524,-0.0300408
14.525,-0.0300408
14.526,-0.0303269
14.527,-0.0311852
14.528,-0.0323296
14.529,-0.0346184
14.53,-0.0360489
14.531,-0.0380516
14.532,-0.0400543
14.533,-0.0411987
14.534,-0.0411987
14.535,-0.0417709
14.536,-0.042057
14.537,-0.0411987
14.538,-0.0400543
14.539,-0.0394821
14.54,-0.039196
14.541,-0.0389099
14.542,-0.0394821
14.543,-0.0403404
14.544,-0.0406265
14.545,-0.0400543
14.546,-0.0383377
14.547,-0.0383377
14.548,-0.0383377
14.549,-0.0377655
14.55,-0.0374794
14.551,-0.0366211
14.552,-0.0354767
14.553,-0.0346184
14.554,-0.0331879
14.555,-0.0320435
14.556,-0.0320435
14.557,-0.0323296
14.558,-0.0329018
14.559,-0.0337601
14.56,-0.0340462
14.561,-0.0337601
14.562,-0.0349045
14.563,-0.0349045
14.564,-0.0340462
14.565,-0.0331879
14.566,-0.0323296
14.567,-0.0323296
14.568,-0.0329018
14.569,-0.0329018
14.57,-0.0340462
14.571,-0.0357628
14.572,-0.0371933
14.573,-0.0366211
14.574,-0.0343323
14.575,-0.0311852
14.576,-0.0274658
14.577,-0.022316
14.578,-0.0165939
14.579,-0.0085831
14.58,0.0014305
14.581,0.0151634
14.582,0.0329018
14.583,0.0188828
14.701,0.0191689
14.702,0.0188828
14.703,0.0185967
14.704,0.0185967
14.705,0.0180245
14.706,0.0163078
14.707,0.0148773
14.708,0.0154495
14.709,0.0171661
14.71,0.0171661
14.711,0.0151634
14.712,0.0117302
14.713,0.0100136
14.714,0.0097275
14.715,0.0100136
14.716,0.0105858
14.717,0.0105858
14.718,0.0108719
14.719,0.011158
14.72,0.0108719
14.721,0.0102997
14.722,0.0102997
14.723,0.0114441
14.724,0.0131607
14.725,0.0145912
14.726,0.0151634
14.727,0.0171661
14.728,0.019455
14.729,0.0220299
14.73,0.0237465
14.731,0.0243187
14.732,0.0257492
14.733,0.028038
14.734,0.0303269
14.735,0.0326157
14.736,0.0343323
14.737,0.0360489
14.738,0.0389099
14.739,0.0411987
14.74,0.0423431
14.741,0.0423431
14.742,0.0417709
14.743,0.042057
14.744,0.0429154
14.745,0.0426293
14.746,0.0432015
14.747,0.0443459
14.748,0.0463486
14.749,0.0483513
14.75,0.0506401
14.751,0.0523567
14.752,0.0540733
14.753,0.0560761
14.754,0.0583649
14.755,0.0597954
14.756,0.0606537
14.757,0.0609398
14.758,0.0609398
14.759,0.0623703
14.76,0.0629425
14.761,0.0629425
14.762,0.0652313
14.763,0.0672341
14.764,0.0686646
14.765,0.0692368
14.766,0.069809
14.767,0.0703812
14.768,0.0720978
14.769,0.0735283
14.77,0.0743866
14.771,0.0743866
14.772,0.0746727
14.773,0.0763893
14.774,0.0789642
14.775,0.0812531
14.776,0.0821114
14.777,0.0835419
14.778,0.086689
14.779,0.0889778
14.78,0.0915528
14.781,0.0952721
14.782,0.0987053
14.783,0.1027107
14.784,0.1058579
14.785,0.1078606
14.786,0.1101494
14.787,0.1121521
14.788,0.1138687
14.789,0.1152992
14.79,0.1164437
14.791,0.1178742
14.792,0.1198769
14.793,0.1215935
14.794,0.1224518
14.795,0.1233101
14.796,0.1238823
14.797,0.1250267
14.798,0.1264572
14.799,0.1276016
14.8,0.1281739
14.801,0.1293183
14.802,0.1310349
14.803,0.1310349
14.804,0.131321
14.805,0.1327515
14.806,0.1336098
14.807,0.1344681
14.808,0.1350403
14.809,0.1344681
14.81,0.1347542
14.811,0.1358986
14.812,0.1376152
14.813,0.1387596
14.814,0.1390457
14.815,0.137043
14.816,0.1356125
14.817,0.1350403
14.818,0.1338959
14.819,0.1330376
14.82,0.1336098
14.821,0.1333237
14.822,0.1316071
14.823,0.1298905
14.824,0.1273155
14.825,0.1241684
14.826,0.1215935
14.827,0.1195908
14.828,0.1184464
14.829,0.1158715
14.83,0.1127243
14.831,0.1104355
14.832,0.1092911
14.833,0.1078606
14.834,0.106144
14.835,0.1049996
14.836,0.1021385
14.837,0.0992775
14.838,0.0981331
14.839,0.0975609
14.84,0.0969887
14.841,0.0955582
14.842,0.0929833
14.843,0.0906944
14.844,0.0875473
14.845,0.0829697
14.846,0.0789642
14.847,0.0761032
14.848,0.0738144
14.849,0.0709534
14.85,0.0675202
14.851,0.0646591
14.852,0.0606537
14.853,0.0572205
14.854,0.0537872
14.855,0.0492096
14.856,0.0437737
14.857,0.0386238
14.858,0.0343323
14.859,0.0311852
14.86,0.0274658
14.861,0.0237465
14.862,0.0200272
14.863,0.0160217
14.864,0.0125885
14.865,0.0088692
14.866,0.0065804
14.867,0.005722
14.868,0.0037193
14.869,0.0020027
14.87,0.0008583
14.871,-0.0011444
14.872,-0.0042915
14.873,-0.0071526
14.874,-0.0100136
14.875,-0.0131607
14.876,-0.0163078
14.877,-0.0200272
14.878,-0.0231743
14.879,-0.0263214
14.88,-0.0294685
14.881,-0.0323296
14.882,-0.0343323
14.883,-0.0366211
14.884,-0.0386238
14.885,-0.0409126
14.886,-0.0429154
14.887,-0.0463486
14.888,-0.0509262
14.889,-0.0535011
14.89,-0.0552178
14.891,-0.0569344
14.892,-0.0589371
14.893,-0.0620842
14.894,-0.064373
14.895,-0.0658035
14.896,-0.0672341
14.897,-0.0689507
14.898,-0.0692368
14.899,-0.0689507
14.9,-0.0692368
14.901,-0.0703812
14.902,-0.0723839
14.903,-0.0743866
14.904,-0.0758171
14.905,-0.0769615
14.906,-0.0789642
14.907,-0.080967
14.908,-0.083828
14.909,-0.0864029
14.91,-0.0861168
14.911,-0.0849724
14.912,-0.0849724
14.913,-0.0861168
14.914,-0.0864029
14.915,-0.0872612
14.916,-0.0881195
14.917,-0.0881195
14.918,-0.0864029
14.919,-0.0852585
14.92,-0.0846863
14.921,-0.0849724
14.922,-0.0841141
14.923,-0.0829697
14.924,-0.083828
14.925,-0.0832558
14.926,-0.0818253
14.927,-0.0823975
14.928,-0.0846863
14.929,-0.0861168
14.93,-0.0861168
14.931,-0.0864029
14.932,-0.0875473
14.933,-0.0889778
14.934,-0.0906944
14.935,-0.0926972
14.936,-0.0944138
14.937,-0.0964165
14.938,-0.0969887
14.939,-0.0987053
14.94,-0.1001358
14.941,-0.1012802
14.942,-0.1018524
14.943,-0.1027107
14.944,-0.1032829
14.945,-0.1032829
14.946,-0.1029968
14.947,-0.1027107
14.948,-0.1012802
14.949,-0.0992775
14.95,-0.0972748
14.951,-0.0958443
14.952,-0.0952721
14.953,-0.0935555
14.954,-0.092125
14.955,-0.0915528
14.956,-0.0912667
14.957,-0.0909805
14.958,-0.0909805
14.959,-0.0909805
14.96,-0.0904083
14.961,-0.0901222
14.962,-0.0889778
14.963,-0.0884056
14.964,-0.0878334
14.965,-0.086689
14.966,-0.0846863
14.967,-0.0826836
14.968,-0.0815392
14.969,-0.0806809
14.97,-0.080967
14.971,-0.0801087
14.972,-0.0789642
14.973,-0.0769615
14.974,-0.075531
14.975,-0.0741005
14.976,-0.0732422
14.977,-0.0735283
14.978,-0.0732422
14.979,-0.0735283
14.98,-0.0746727
14.981,-0.0735283
14.982,-0.0735283
14.983,-0.0741005
14.984,-0.0738144
14.985,-0.0718117
14.986,-0.0700951
14.987,-0.0689507
14.988,-0.0689507
14.989,-0.0683785
14.99,-0.0686646
14.991,-0.0689507
14.992,-0.0692368
14.993,-0.0692368
14.994,-0.0686646
14.995,-0.0678063
14.996,-0.0666618
14.997,-0.0640869
14.998,-0.0626564
14.999,-0.0620842
15,-0.061512
15.001,-0.0609398
15.002,-0.0612259
15.003,-0.0609398
15.004,-0.0592232
15.005,-0.0580788
15.006,-0.058651
15.007,-0.0589371
15.008,-0.0583649
15.009,-0.0569344
15.01,-0.0566483
15.011,-0.0569344
15.012,-0.0569344
15.013,-0.0566483
15.014,-0.0566483
15.015,-0.0563622
15.016,-0.0549317
15.017,-0.0537872
15.018,-0.0526428
15.019,-0.0514984
15.02,-0.0506401
15.021,-0.050354
15.022,-0.0506401
15.023,-0.0500679
15.024,-0.0492096
15.025,-0.0489235
15.026,-0.0494957
15.027,-0.0492096
15.028,-0.0486374
15.029,-0.0480652
15.03,-0.0480652
15.031,-0.0480652
15.032,-0.047493
15.033,-0.0460625
15.034,-0.0452042
15.035,-0.044632
15.036,-0.0460625
15.037,-0.0486374
15.038,-0.0500679
15.039,-0.0506401
15.04,-0.0506401
